brand,category,product_name,material,retailer,season,rating,discount_percent,original_price,current_price,image_url,product_url,date_scraped
Only,Jacket,Only Jacket,Linen,Myntra,All-Season,3.6,50,2673.43,1336.71,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/Only+Jacket,2025-10-29
AND,Skirt,AND Skirt,Denim,Shoppers Stop,Monsoon,3.6,20,941.92,753.54,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=AND+Skirt,2025-10-29
Van Heusen,Sweater,Van Heusen Sweater,Blend,Lifestyle,Summer,4.5,40,4016.26,2409.76,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.lifestylestores.com/in/en/search/?text=Van+Heusen+Sweater,2025-10-29
AND,Sweater,AND Sweater,Viscose,Max Fashion,Monsoon,4.0,40,3196.04,1917.62,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.maxfashion.in/in/en/search/?text=AND+Sweater,2025-10-29
Nike,Polo,Nike Polo,Denim,Flipkart,Monsoon,3.5,0,1270.24,1270.24,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Nike+Polo,2025-10-29
Levi's,Hoodie,Levi's Hoodie,Viscose,Westside,Winter,4.0,0,1145.39,1145.39,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Levi's+Hoodie,2025-10-29
Flying Machine,T-Shirt,Flying Machine T-Shirt,Blend,Amazon India,All-Season,3.6,30,700.61,490.43,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=Flying+Machine+T-Shirt,2025-10-29
US Polo Assn,Polo,US Polo Assn Polo,Synthetic,Ajio,Winter,3.7,30,630.65,441.46,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.ajio.com/search/?text=US+Polo+Assn+Polo,2025-10-29
Levi's,Chinos,Levi's Chinos,Blend,Max Fashion,All-Season,4.6,10,2748.54,2473.68,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Levi's+Chinos,2025-10-29
Vero Moda,Coat,Vero Moda Coat,Polyester,Lifestyle,Summer,3.7,0,3150.22,3150.22,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.lifestylestores.com/in/en/search/?text=Vero+Moda+Coat,2025-10-29
Nike,Chinos,Nike Chinos,Cotton,Amazon India,Spring,3.9,30,3676.06,2573.24,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=Nike+Chinos,2025-10-29
AND,Coat,AND Coat,Leather,Flipkart,Spring,4.2,15,6342.62,5391.23,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.flipkart.com/search?q=AND+Coat,2025-10-29
Tommy Hilfiger,Jacket,Tommy Hilfiger Jacket,Synthetic,Westside,Summer,4.4,15,5739.03,4878.17,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.westside.com/search?q=Tommy+Hilfiger+Jacket,2025-10-29
Mast & Harbour,Jacket,Mast & Harbour Jacket,Silk,Lifestyle,Winter,3.7,40,4527.5,2716.5,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.lifestylestores.com/in/en/search/?text=Mast+&+Harbour+Jacket,2025-10-29
Mast & Harbour,Dress,Mast & Harbour Dress,Viscose,Westside,Spring,4.2,15,1742.53,1481.15,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.westside.com/search?q=Mast+&+Harbour+Dress,2025-10-29
Roadster,Jeans,Roadster Jeans,Silk,Amazon India,Monsoon,3.9,20,1059.27,847.42,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.amazon.in/s?k=Roadster+Jeans,2025-10-29
Allen Solly,Jeans,Allen Solly Jeans,Polyester,Lifestyle,Spring,4.0,70,6971.66,2091.5,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.lifestylestores.com/in/en/search/?text=Allen+Solly+Jeans,2025-10-29
Calvin Klein,Pants,Calvin Klein Pants,Linen,Reliance Trends,Summer,4.5,25,4582.95,3437.21,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Calvin+Klein+Pants,2025-10-29
Marks & Spencer,Coat,Marks & Spencer Coat,Denim,Flipkart,All-Season,4.9,30,5692.84,3984.99,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.flipkart.com/search?q=Marks+&+Spencer+Coat,2025-10-29
Breakbounce,Coat,Breakbounce Coat,Silk,Max Fashion,Summer,3.8,20,5273.59,4218.87,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+Coat,2025-10-29
Peter England,Dress,Peter England Dress,Denim,Ajio,Spring,3.5,15,1029.36,874.96,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Peter+England+Dress,2025-10-29
Wrogn,Jacket,Wrogn Jacket,Cotton,Westside,All-Season,4.0,25,3344.72,2508.54,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.westside.com/search?q=Wrogn+Jacket,2025-10-29
Athena,Hoodie,Athena Hoodie,Wool,Reliance Trends,Summer,3.9,25,620.55,465.41,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=Athena+Hoodie,2025-10-29
US Polo Assn,Coat,US Polo Assn Coat,Denim,Myntra,Winter,4.0,20,4455.56,3564.45,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.myntra.com/shop/US+Polo+Assn+Coat,2025-10-29
Allen Solly,T-Shirt,Allen Solly T-Shirt,Polyester,Shoppers Stop,Winter,4.0,15,944.24,802.6,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.shoppersstop.com/search?q=Allen+Solly+T-Shirt,2025-10-29
Nike,Sweater,Nike Sweater,Cotton,Shoppers Stop,Winter,3.7,50,5648.91,2824.46,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=Nike+Sweater,2025-10-29
H&M,Blazer,H&M Blazer,Denim,Amazon India,Spring,3.6,40,2033.26,1219.96,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=H&M+Blazer,2025-10-29
HRX,Hoodie,HRX Hoodie,Denim,Myntra,Winter,3.8,40,842.54,505.52,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/HRX+Hoodie,2025-10-29
Tommy Hilfiger,T-Shirt,Tommy Hilfiger T-Shirt,Leather,Ajio,Monsoon,4.5,30,4693.92,3285.74,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Tommy+Hilfiger+T-Shirt,2025-10-29
Allen Solly,Shirt,Allen Solly Shirt,Linen,Flipkart,All-Season,4.3,15,1912.17,1625.35,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.flipkart.com/search?q=Allen+Solly+Shirt,2025-10-29
Calvin Klein,Jeans,Calvin Klein Jeans,Wool,Max Fashion,Summer,4.9,20,3457.87,2766.29,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Calvin+Klein+Jeans,2025-10-29
Being Human,T-Shirt,Being Human T-Shirt,Linen,Lifestyle,Monsoon,3.8,20,446.44,357.15,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.lifestylestores.com/in/en/search/?text=Being+Human+T-Shirt,2025-10-29
Puma,Coat,Puma Coat,Leather,Amazon India,Monsoon,3.8,15,11170.15,9494.63,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=Puma+Coat,2025-10-29
US Polo Assn,Dress,US Polo Assn Dress,Linen,Amazon India,Winter,4.0,30,3647.43,2553.2,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.amazon.in/s?k=US+Polo+Assn+Dress,2025-10-29
Peter England,Blazer,Peter England Blazer,Synthetic,Ajio,All-Season,4.0,70,2596.49,778.95,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.ajio.com/search/?text=Peter+England+Blazer,2025-10-29
Only,Polo,Only Polo,Viscose,Westside,Winter,3.7,0,835.7,835.7,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.westside.com/search?q=Only+Polo,2025-10-29
H&M,Dress,H&M Dress,Polyester,Amazon India,Winter,3.7,10,1409.94,1268.94,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.amazon.in/s?k=H&M+Dress,2025-10-29
Adidas,Jeans,Adidas Jeans,Wool,Flipkart,Spring,3.5,20,1729.69,1383.75,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.flipkart.com/search?q=Adidas+Jeans,2025-10-29
Puma,Sweater,Puma Sweater,Linen,Ajio,Monsoon,3.7,25,3198.79,2399.09,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.ajio.com/search/?text=Puma+Sweater,2025-10-29
Louis Philippe,Hoodie,Louis Philippe Hoodie,Cotton,Ajio,Winter,4.4,20,2576.79,2061.43,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.ajio.com/search/?text=Louis+Philippe+Hoodie,2025-10-29
Allen Solly,Blazer,Allen Solly Blazer,Blend,Myntra,All-Season,4.3,0,2344.11,2344.11,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.myntra.com/shop/Allen+Solly+Blazer,2025-10-29
AND,Pants,AND Pants,Cotton,Max Fashion,Monsoon,3.7,20,2088.03,1670.42,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=AND+Pants,2025-10-29
W for Woman,Shirt,W for Woman Shirt,Linen,Myntra,Winter,3.6,50,3330.64,1665.32,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.myntra.com/shop/W+for+Woman+Shirt,2025-10-29
Puma,Blazer,Puma Blazer,Linen,Westside,All-Season,3.6,25,4359.6,3269.7,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Puma+Blazer,2025-10-29
Raymond,Chinos,Raymond Chinos,Wool,Reliance Trends,Monsoon,4.4,15,2831.09,2406.43,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Raymond+Chinos,2025-10-29
Adidas,Polo,Adidas Polo,Blend,Shoppers Stop,Monsoon,4.1,30,1362.29,953.6,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.shoppersstop.com/search?q=Adidas+Polo,2025-10-29
Puma,T-Shirt,Puma T-Shirt,Polyester,Ajio,Winter,4.2,40,2037.18,1222.31,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Puma+T-Shirt,2025-10-29
Tommy Hilfiger,Dress,Tommy Hilfiger Dress,Linen,Myntra,Spring,4.5,0,3324.97,3324.97,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.myntra.com/shop/Tommy+Hilfiger+Dress,2025-10-29
Van Heusen,Dress,Van Heusen Dress,Silk,Westside,Monsoon,4.2,15,4580.06,3893.05,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.westside.com/search?q=Van+Heusen+Dress,2025-10-29
Puma,Blazer,Puma Blazer,Blend,Lifestyle,Spring,4.0,0,3522.82,3522.82,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.lifestylestores.com/in/en/search/?text=Puma+Blazer,2025-10-29
Van Heusen,Blazer,Van Heusen Blazer,Silk,Ajio,Summer,4.5,0,1928.86,1928.86,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.ajio.com/search/?text=Van+Heusen+Blazer,2025-10-29
US Polo Assn,Polo,US Polo Assn Polo,Linen,Myntra,Summer,3.9,50,1458.6,729.3,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.myntra.com/shop/US+Polo+Assn+Polo,2025-10-29
Louis Philippe,Chinos,Louis Philippe Chinos,Cotton,Flipkart,Monsoon,4.2,10,1103.89,993.5,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Louis+Philippe+Chinos,2025-10-29
Marks & Spencer,Pants,Marks & Spencer Pants,Synthetic,Myntra,Spring,4.5,15,4853.81,4125.74,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Marks+&+Spencer+Pants,2025-10-29
AND,Jacket,AND Jacket,Cotton,Flipkart,All-Season,3.9,25,4570.34,3427.75,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.flipkart.com/search?q=AND+Jacket,2025-10-29
Tommy Hilfiger,Sweater,Tommy Hilfiger Sweater,Viscose,Reliance Trends,Monsoon,4.3,25,3541.93,2656.45,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.reliancetrends.com/search?q=Tommy+Hilfiger+Sweater,2025-10-29
Levi's,T-Shirt,Levi's T-Shirt,Polyester,Amazon India,Spring,4.4,25,1596.14,1197.1,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=Levi's+T-Shirt,2025-10-29
Van Heusen,Chinos,Van Heusen Chinos,Linen,Myntra,All-Season,4.4,40,2354.01,1412.4,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/Van+Heusen+Chinos,2025-10-29
Peter England,Pants,Peter England Pants,Silk,Reliance Trends,Spring,4.0,25,1083.36,812.52,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Peter+England+Pants,2025-10-29
Breakbounce,Jeans,Breakbounce Jeans,Blend,Max Fashion,Winter,3.8,30,2217.32,1552.12,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Breakbounce+Jeans,2025-10-29
Peter England,Jeans,Peter England Jeans,Cotton,Max Fashion,All-Season,4.1,0,639.88,639.88,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=Peter+England+Jeans,2025-10-29
Adidas,Blazer,Adidas Blazer,Cotton,Lifestyle,All-Season,3.6,0,5663.61,5663.61,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.lifestylestores.com/in/en/search/?text=Adidas+Blazer,2025-10-29
Mast & Harbour,Coat,Mast & Harbour Coat,Polyester,Westside,All-Season,4.1,20,1418.64,1134.91,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Mast+&+Harbour+Coat,2025-10-29
Louis Philippe,Coat,Louis Philippe Coat,Polyester,Reliance Trends,All-Season,4.2,20,6576.61,5261.28,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.reliancetrends.com/search?q=Louis+Philippe+Coat,2025-10-29
Zara,Jeans,Zara Jeans,Leather,Amazon India,Spring,4.4,0,3236.25,3236.25,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.amazon.in/s?k=Zara+Jeans,2025-10-29
Forever New,T-Shirt,Forever New T-Shirt,Denim,Ajio,Winter,3.5,25,1850.69,1388.01,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Forever+New+T-Shirt,2025-10-29
Only,Jeans,Only Jeans,Linen,Ajio,Spring,3.9,25,1970.43,1477.82,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.ajio.com/search/?text=Only+Jeans,2025-10-29
Mast & Harbour,Skirt,Mast & Harbour Skirt,Leather,Reliance Trends,Monsoon,3.6,70,2308.46,692.54,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.reliancetrends.com/search?q=Mast+&+Harbour+Skirt,2025-10-29
Nike,Blazer,Nike Blazer,Cotton,Amazon India,Summer,4.1,15,4777.14,4060.57,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Nike+Blazer,2025-10-29
Marks & Spencer,Dress,Marks & Spencer Dress,Leather,Amazon India,All-Season,4.7,0,4709.36,4709.36,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.amazon.in/s?k=Marks+&+Spencer+Dress,2025-10-29
HRX,Hoodie,HRX Hoodie,Denim,Reliance Trends,Summer,4.0,10,815.19,733.67,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.reliancetrends.com/search?q=HRX+Hoodie,2025-10-29
Marks & Spencer,Shirt,Marks & Spencer Shirt,Synthetic,Lifestyle,Monsoon,4.7,0,2746.71,2746.71,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Marks+&+Spencer+Shirt,2025-10-29
Forever New,Shirt,Forever New Shirt,Leather,Reliance Trends,Winter,4.0,10,3053.38,2748.05,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.reliancetrends.com/search?q=Forever+New+Shirt,2025-10-29
Allen Solly,Chinos,Allen Solly Chinos,Denim,Max Fashion,Spring,4.2,0,2033.39,2033.39,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Allen+Solly+Chinos,2025-10-29
W for Woman,Polo,W for Woman Polo,Silk,Westside,Winter,3.5,70,2791.4,837.42,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.westside.com/search?q=W+for+Woman+Polo,2025-10-29
AND,Jeans,AND Jeans,Cotton,Flipkart,Spring,3.8,15,3473.19,2952.21,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.flipkart.com/search?q=AND+Jeans,2025-10-29
Calvin Klein,Shirt,Calvin Klein Shirt,Wool,Westside,Summer,4.4,40,7235.07,4341.04,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=Calvin+Klein+Shirt,2025-10-29
Only,Jacket,Only Jacket,Wool,Flipkart,Monsoon,4.1,20,3471.54,2777.23,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.flipkart.com/search?q=Only+Jacket,2025-10-29
Athena,Blazer,Athena Blazer,Silk,Reliance Trends,All-Season,4.2,15,2527.73,2148.57,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=Athena+Blazer,2025-10-29
Being Human,T-Shirt,Being Human T-Shirt,Wool,Ajio,Spring,3.8,50,1766.9,883.45,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Being+Human+T-Shirt,2025-10-29
Vero Moda,Coat,Vero Moda Coat,Cotton,Shoppers Stop,Summer,3.7,40,11539.16,6923.5,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=Vero+Moda+Coat,2025-10-29
Forever New,Blazer,Forever New Blazer,Viscose,Westside,Summer,3.5,20,3788.39,3030.71,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Forever+New+Blazer,2025-10-29
Marks & Spencer,Blazer,Marks & Spencer Blazer,Blend,Reliance Trends,Spring,4.8,20,8702.25,6961.8,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=Marks+&+Spencer+Blazer,2025-10-29
H&M,Sweater,H&M Sweater,Blend,Shoppers Stop,Monsoon,3.9,20,1238.75,991.0,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=H&M+Sweater,2025-10-29
Zara,Pants,Zara Pants,Silk,Lifestyle,Winter,4.5,40,9460.11,5676.06,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Zara+Pants,2025-10-29
H&M,Coat,H&M Coat,Synthetic,Max Fashion,Summer,3.9,15,1642.32,1395.97,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=H&M+Coat,2025-10-29
Calvin Klein,Hoodie,Calvin Klein Hoodie,Viscose,Westside,Monsoon,4.6,20,2514.38,2011.51,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Calvin+Klein+Hoodie,2025-10-29
Puma,T-Shirt,Puma T-Shirt,Viscose,Westside,All-Season,3.9,20,1063.44,850.75,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.westside.com/search?q=Puma+T-Shirt,2025-10-29
Flying Machine,T-Shirt,Flying Machine T-Shirt,Wool,Westside,Summer,3.5,0,568.92,568.92,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.westside.com/search?q=Flying+Machine+T-Shirt,2025-10-29
Puma,Sweater,Puma Sweater,Cotton,Amazon India,Winter,3.7,15,2335.33,1985.03,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.amazon.in/s?k=Puma+Sweater,2025-10-29
Raymond,Chinos,Raymond Chinos,Silk,Lifestyle,Summer,4.4,15,2292.01,1948.2,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Raymond+Chinos,2025-10-29
H&M,Hoodie,H&M Hoodie,Silk,Lifestyle,All-Season,3.5,25,983.85,737.89,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.lifestylestores.com/in/en/search/?text=H&M+Hoodie,2025-10-29
Flying Machine,Polo,Flying Machine Polo,Linen,Flipkart,Summer,3.6,15,981.35,834.14,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=Flying+Machine+Polo,2025-10-29
Being Human,Dress,Being Human Dress,Viscose,Lifestyle,Spring,4.1,20,2287.34,1829.87,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.lifestylestores.com/in/en/search/?text=Being+Human+Dress,2025-10-29
Breakbounce,Coat,Breakbounce Coat,Blend,Westside,Monsoon,4.0,0,2383.06,2383.06,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Breakbounce+Coat,2025-10-29
Breakbounce,Coat,Breakbounce Coat,Silk,Westside,Spring,3.5,15,5315.77,4518.41,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Breakbounce+Coat,2025-10-29
HRX,Dress,HRX Dress,Viscose,Amazon India,Spring,3.7,0,1374.26,1374.26,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.amazon.in/s?k=HRX+Dress,2025-10-29
Marks & Spencer,Jacket,Marks & Spencer Jacket,Viscose,Ajio,All-Season,4.1,30,4060.03,2842.02,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.ajio.com/search/?text=Marks+&+Spencer+Jacket,2025-10-29
