brand,category,material,retailer,season,rating,discount_percent,original_price,current_price,date_scraped
Athena,Pants,Polyester,Lifestyle,Spring,3.9,15,1177.78,1001.11,2025-10-24
Peter England,Chinos,Denim,Amazon India,Monsoon,3.4,15,1602.37,1362.01,2025-10-24
Van Heusen,Blazer,Polyester,Ajio,All-Season,4.2,30,4170.13,2919.09,2025-10-24
Breakbounce,Polo,Linen,Myntra,Summer,3.6,10,1630.5,1467.45,2025-10-24
Peter England,Coat,Polyester,Max Fashion,Summer,3.6,40,5199.52,3119.71,2025-10-24
Adidas,Polo,Cotton,Shoppers Stop,All-Season,4.0,70,7758.66,2327.6,2025-10-24
H&M,Chinos,Wool,Amazon India,All-Season,4.2,0,1935.11,1935.11,2025-10-24
Peter England,Pants,Wool,Reliance Trends,Monsoon,4.1,30,1982.74,1387.92,2025-10-24
AND,Shirt,Denim,Lifestyle,Summer,4.1,15,3113.47,2646.45,2025-10-24
Peter England,Blazer,Viscose,Lifestyle,All-Season,3.4,30,4131.15,2891.81,2025-10-24
Flying Machine,Chinos,Denim,Reliance Trends,Summer,3.5,40,943.1,565.86,2025-10-24
US Polo Assn,Jeans,Synthetic,Amazon India,Winter,3.9,20,837.28,669.83,2025-10-24
Breakbounce,Sweater,Leather,Flipkart,Spring,4.1,0,2476.76,2476.76,2025-10-24
AND,Chinos,Leather,Westside,Summer,3.9,0,2176.88,2176.88,2025-10-24
Athena,Jacket,Leather,Shoppers Stop,Summer,3.7,0,3245.24,3245.24,2025-10-24
Raymond,Coat,Silk,Lifestyle,Winter,4.3,40,7243.96,4346.38,2025-10-24
AND,Hoodie,Silk,Westside,Monsoon,4.2,30,4010.4,2807.28,2025-10-24
Allen Solly,Sweater,Polyester,Max Fashion,Spring,4.0,30,2800.87,1960.61,2025-10-24
HRX,Skirt,Cotton,Westside,All-Season,4.1,25,970.83,728.12,2025-10-24
Roadster,Blazer,Linen,Flipkart,Monsoon,3.7,40,2698.58,1619.15,2025-10-24
Louis Philippe,T-Shirt,Cotton,Westside,Summer,4.6,20,669.89,535.91,2025-10-24
Roadster,Dress,Cotton,Amazon India,Winter,4.1,50,2378.88,1189.44,2025-10-24
Nike,Skirt,Polyester,Westside,Monsoon,4.0,15,2348.82,1996.5,2025-10-24
Mast & Harbour,Blazer,Polyester,Reliance Trends,Spring,3.7,25,1740.97,1305.73,2025-10-24
Raymond,Sweater,Linen,Lifestyle,All-Season,4.8,40,9082.57,5449.54,2025-10-24
Van Heusen,Shirt,Wool,Max Fashion,Summer,4.3,30,2540.74,1778.52,2025-10-24
AND,Coat,Linen,Westside,All-Season,3.4,20,5941.01,4752.81,2025-10-24
Zara,Sweater,Silk,Myntra,Monsoon,4.3,15,6056.97,5148.43,2025-10-24
Breakbounce,T-Shirt,Wool,Lifestyle,Monsoon,3.8,15,1051.16,893.48,2025-10-24
Calvin Klein,Shirt,Viscose,Westside,Spring,4.3,20,5703.33,4562.67,2025-10-24
Athena,Hoodie,Silk,Max Fashion,Monsoon,3.6,10,1141.28,1027.16,2025-10-24
Zara,Jeans,Synthetic,Amazon India,All-Season,4.3,25,4896.5,3672.38,2025-10-24
H&M,Pants,Linen,Myntra,Spring,3.7,40,1024.2,614.52,2025-10-24
Being Human,Blazer,Linen,Shoppers Stop,All-Season,3.5,25,3851.4,2888.55,2025-10-24
Zara,Blazer,Synthetic,Amazon India,Spring,4.5,30,7901.67,5531.17,2025-10-24
Only,Coat,Wool,Max Fashion,Winter,3.8,20,5413.04,4330.43,2025-10-24
Zara,Polo,Synthetic,Ajio,Summer,4.2,30,2583.35,1808.34,2025-10-24
Marks & Spencer,Pants,Denim,Flipkart,Summer,4.5,40,3258.03,1954.82,2025-10-24
Flying Machine,Dress,Denim,Ajio,Winter,3.7,10,756.1,680.49,2025-10-24
Being Human,Pants,Denim,Reliance Trends,Spring,3.9,40,1986.67,1192.0,2025-10-24
Levi's,Dress,Leather,Myntra,Summer,4.2,40,10120.85,6072.51,2025-10-24
Wrogn,Sweater,Leather,Ajio,Monsoon,4.2,0,1496.64,1496.64,2025-10-24
Flying Machine,Sweater,Polyester,Westside,Winter,3.5,20,1334.09,1067.27,2025-10-24
Breakbounce,Jeans,Linen,Myntra,Winter,3.8,30,3401.43,2381.0,2025-10-24
AND,Hoodie,Blend,Myntra,Winter,3.9,30,2977.6,2084.32,2025-10-24
Breakbounce,Jeans,Denim,Max Fashion,Spring,3.6,40,1095.91,657.55,2025-10-24
Wrogn,Shirt,Leather,Ajio,Spring,3.9,25,2394.79,1796.09,2025-10-24
Puma,Coat,Synthetic,Lifestyle,All-Season,3.7,25,5803.68,4352.76,2025-10-24
Allen Solly,Skirt,Viscose,Myntra,Monsoon,4.4,0,672.19,672.19,2025-10-24
Zara,Polo,Linen,Westside,Monsoon,4.5,0,2501.85,2501.85,2025-10-24
Forever New,Pants,Synthetic,Max Fashion,Spring,3.5,60,5711.1,2284.44,2025-10-24
Puma,Skirt,Silk,Amazon India,Winter,3.7,40,3882.31,2329.39,2025-10-24
Flying Machine,Sweater,Polyester,Shoppers Stop,Monsoon,3.9,15,1504.64,1278.95,2025-10-24
H&M,Skirt,Silk,Westside,All-Season,4.2,25,3104.08,2328.06,2025-10-24
Allen Solly,T-Shirt,Blend,Myntra,Winter,4.2,40,1261.58,756.95,2025-10-24
Roadster,Coat,Polyester,Amazon India,All-Season,3.8,10,1769.62,1592.66,2025-10-24
Vero Moda,Jacket,Blend,Lifestyle,Spring,3.9,25,6320.82,4740.62,2025-10-24
Being Human,Coat,Denim,Max Fashion,Spring,4.0,25,3553.02,2664.76,2025-10-24
Athena,Coat,Denim,Myntra,All-Season,3.8,25,1778.15,1333.61,2025-10-24
Puma,Polo,Linen,Westside,Winter,3.9,30,1594.74,1116.32,2025-10-24
Allen Solly,Dress,Synthetic,Amazon India,Monsoon,4.0,0,2683.3,2683.3,2025-10-24
Louis Philippe,Jeans,Polyester,Lifestyle,Monsoon,4.0,60,5937.77,2375.11,2025-10-24
Puma,Polo,Blend,Reliance Trends,All-Season,3.6,25,1640.6,1230.45,2025-10-24
Roadster,Jeans,Leather,Amazon India,Winter,3.8,30,1124.74,787.32,2025-10-24
Wrogn,Pants,Cotton,Reliance Trends,Winter,3.6,20,1392.6,1114.08,2025-10-24
Puma,Hoodie,Blend,Flipkart,All-Season,3.8,0,716.81,716.81,2025-10-24
Zara,Chinos,Polyester,Lifestyle,Monsoon,4.1,30,6862.78,4803.94,2025-10-24
H&M,Polo,Synthetic,Max Fashion,All-Season,3.6,30,869.18,608.43,2025-10-24
Puma,Sweater,Leather,Amazon India,Winter,3.5,20,3136.78,2509.42,2025-10-24
Marks & Spencer,Jeans,Synthetic,Westside,Monsoon,4.9,25,3891.29,2918.47,2025-10-24
Athena,Hoodie,Silk,Ajio,Monsoon,4.0,30,761.47,533.03,2025-10-24
US Polo Assn,Chinos,Silk,Reliance Trends,Winter,3.6,50,2277.41,1138.71,2025-10-24
HRX,Dress,Linen,Amazon India,Summer,3.6,10,1791.2,1612.08,2025-10-24
US Polo Assn,Sweater,Viscose,Flipkart,Summer,3.7,15,1675.01,1423.76,2025-10-24
Raymond,Hoodie,Denim,Westside,Spring,4.8,25,2035.73,1526.8,2025-10-24
Levi's,Polo,Polyester,Westside,Winter,4.2,20,2502.29,2001.83,2025-10-24
Van Heusen,Dress,Leather,Max Fashion,Winter,4.3,0,1572.09,1572.09,2025-10-24
AND,Shirt,Wool,Ajio,Spring,3.4,0,2739.19,2739.19,2025-10-24
Allen Solly,Sweater,Polyester,Flipkart,Winter,4.1,25,1209.54,907.16,2025-10-24
H&M,T-Shirt,Denim,Reliance Trends,Monsoon,4.0,25,250.57,187.92,2025-10-24
Athena,Pants,Viscose,Max Fashion,All-Season,3.6,50,1416.54,708.27,2025-10-24
Only,Polo,Wool,Amazon India,Monsoon,4.0,25,1353.41,1015.06,2025-10-24
Allen Solly,Chinos,Denim,Shoppers Stop,Summer,4.3,20,3038.54,2430.83,2025-10-24
Peter England,Shirt,Wool,Lifestyle,Spring,4.0,30,1229.3,860.51,2025-10-24
Forever New,Blazer,Linen,Amazon India,Monsoon,3.5,20,6965.86,5572.69,2025-10-24
Breakbounce,Polo,Synthetic,Shoppers Stop,Spring,3.5,30,1246.14,872.3,2025-10-24
AND,T-Shirt,Wool,Shoppers Stop,Spring,3.5,40,2460.72,1476.43,2025-10-24
AND,Shirt,Denim,Reliance Trends,Winter,3.7,30,1130.27,791.19,2025-10-24
Flying Machine,Polo,Denim,Westside,All-Season,3.5,25,1284.13,963.1,2025-10-24
Zara,Jeans,Denim,Reliance Trends,Monsoon,4.8,10,2254.22,2028.8,2025-10-24
AND,Jeans,Polyester,Flipkart,Summer,3.7,30,2489.38,1742.57,2025-10-24
H&M,Dress,Wool,Max Fashion,Summer,3.4,25,1462.96,1097.22,2025-10-24
Allen Solly,Skirt,Polyester,Myntra,Summer,4.5,0,1383.34,1383.34,2025-10-24
Allen Solly,Polo,Linen,Westside,Winter,4.1,30,873.38,611.37,2025-10-24
Forever New,T-Shirt,Blend,Lifestyle,Monsoon,3.8,30,1398.89,979.22,2025-10-24
AND,Jacket,Leather,Amazon India,Spring,4.2,25,5570.62,4177.96,2025-10-24
Louis Philippe,Coat,Polyester,Ajio,Spring,3.9,30,7689.39,5382.58,2025-10-24
Peter England,Jeans,Viscose,Ajio,All-Season,3.8,60,1594.84,637.94,2025-10-24
W for Woman,Skirt,Silk,Amazon India,Winter,3.5,30,2724.59,1907.21,2025-10-24
Wrogn,Dress,Viscose,Shoppers Stop,Summer,3.9,25,2021.06,1515.8,2025-10-24
Zara,Jeans,Polyester,Shoppers Stop,Winter,4.9,30,3417.34,2392.14,2025-10-24
US Polo Assn,Chinos,Synthetic,Shoppers Stop,Summer,4.0,10,1148.38,1033.54,2025-10-24
Marks & Spencer,Shirt,Polyester,Max Fashion,Monsoon,4.4,40,4821.52,2892.91,2025-10-24
Louis Philippe,Hoodie,Blend,Westside,Winter,4.0,30,2763.88,1934.71,2025-10-24
H&M,Jeans,Blend,Reliance Trends,Monsoon,4.1,60,3138.91,1255.56,2025-10-24
Puma,Jeans,Linen,Ajio,Summer,3.8,10,2139.57,1925.62,2025-10-24
Louis Philippe,Shirt,Blend,Flipkart,All-Season,4.6,20,2487.87,1990.29,2025-10-24
Only,Jacket,Viscose,Amazon India,Spring,3.5,25,3371.25,2528.44,2025-10-24
Louis Philippe,Sweater,Cotton,Westside,Winter,4.0,20,1442.54,1154.03,2025-10-24
Breakbounce,Blazer,Leather,Ajio,Summer,3.8,25,4561.0,3420.75,2025-10-24
Raymond,T-Shirt,Silk,Lifestyle,Spring,4.9,30,2786.32,1950.43,2025-10-24
Mast & Harbour,Hoodie,Wool,Reliance Trends,Spring,3.7,20,1102.53,882.03,2025-10-24
Raymond,Chinos,Viscose,Max Fashion,All-Season,4.2,15,1679.41,1427.5,2025-10-24
AND,Coat,Denim,Max Fashion,All-Season,3.6,0,4651.07,4651.07,2025-10-24
Only,Shirt,Denim,Max Fashion,Winter,4.1,40,1597.83,958.7,2025-10-24
HRX,Pants,Viscose,Reliance Trends,Spring,3.5,40,1884.99,1130.99,2025-10-24
HRX,Blazer,Polyester,Ajio,Spring,3.9,10,2130.57,1917.52,2025-10-24
US Polo Assn,Dress,Wool,Lifestyle,All-Season,3.9,0,3293.44,3293.44,2025-10-24
AND,Shirt,Denim,Lifestyle,Monsoon,3.7,40,2216.83,1330.1,2025-10-24
Calvin Klein,Jeans,Cotton,Lifestyle,Winter,4.1,30,9577.2,6704.04,2025-10-24
US Polo Assn,Sweater,Blend,Amazon India,Spring,3.6,30,2889.76,2022.83,2025-10-24
Tommy Hilfiger,Blazer,Synthetic,Westside,Winter,4.5,40,5857.98,3514.79,2025-10-24
Mast & Harbour,Chinos,Polyester,Lifestyle,Spring,3.8,25,985.48,739.11,2025-10-24
Wrogn,Jacket,Linen,Westside,Winter,3.5,10,3640.36,3276.32,2025-10-24
Levi's,Jacket,Wool,Reliance Trends,Summer,4.2,0,5804.06,5804.06,2025-10-24
Marks & Spencer,Pants,Linen,Myntra,Winter,4.3,30,3335.3,2334.71,2025-10-24
Calvin Klein,Blazer,Cotton,Lifestyle,All-Season,4.1,20,4610.75,3688.6,2025-10-24
Vero Moda,Shirt,Synthetic,Flipkart,Spring,3.6,40,3668.27,2200.96,2025-10-24
Allen Solly,Polo,Silk,Flipkart,All-Season,4.7,70,3938.85,1181.66,2025-10-24
Forever New,Blazer,Linen,Myntra,Winter,3.5,40,6150.62,3690.37,2025-10-24
Tommy Hilfiger,Jacket,Linen,Westside,Summer,4.6,25,5627.19,4220.39,2025-10-24
Zara,Sweater,Synthetic,Max Fashion,Spring,4.2,10,3025.06,2722.55,2025-10-24
Raymond,Jeans,Linen,Flipkart,Summer,4.9,25,6205.75,4654.31,2025-10-24
Raymond,Dress,Blend,Max Fashion,All-Season,4.6,20,3283.93,2627.14,2025-10-24
Athena,Sweater,Blend,Shoppers Stop,Summer,3.9,0,1352.33,1352.33,2025-10-24
Levi's,Jacket,Wool,Amazon India,Spring,3.9,20,5803.21,4642.57,2025-10-24
Wrogn,Jacket,Wool,Max Fashion,Summer,4.0,25,2226.85,1670.14,2025-10-24
US Polo Assn,Jeans,Silk,Myntra,Spring,4.0,10,1774.67,1597.21,2025-10-24
Calvin Klein,Jacket,Cotton,Shoppers Stop,Spring,4.4,25,5764.64,4323.48,2025-10-24
Only,Shirt,Polyester,Flipkart,Spring,4.0,50,2492.54,1246.27,2025-10-24
Marks & Spencer,Shirt,Wool,Amazon India,Summer,4.4,10,2607.3,2346.57,2025-10-24
Adidas,Sweater,Cotton,Myntra,Spring,3.9,70,7141.92,2142.58,2025-10-24
W for Woman,Polo,Polyester,Max Fashion,Monsoon,3.6,0,667.1,667.1,2025-10-24
Marks & Spencer,T-Shirt,Leather,Ajio,Spring,4.4,25,2614.77,1961.07,2025-10-24
Only,Skirt,Synthetic,Myntra,Monsoon,3.5,25,2425.69,1819.27,2025-10-24
Raymond,Sweater,Silk,Ajio,Spring,4.9,25,2472.39,1854.29,2025-10-24
Calvin Klein,Chinos,Leather,Amazon India,Spring,4.6,20,9437.98,7550.38,2025-10-24
Adidas,Hoodie,Viscose,Westside,Summer,3.5,15,1292.67,1098.77,2025-10-24
Athena,Jacket,Silk,Lifestyle,Monsoon,3.9,10,1900.4,1710.36,2025-10-24
Puma,Jeans,Silk,Lifestyle,Summer,4.0,10,4408.89,3968.0,2025-10-24
Being Human,Shirt,Denim,Lifestyle,Monsoon,3.8,30,1580.38,1106.27,2025-10-24
Allen Solly,T-Shirt,Cotton,Shoppers Stop,Summer,4.2,50,2732.36,1366.18,2025-10-24
Raymond,Pants,Viscose,Amazon India,Spring,4.3,25,4442.16,3331.62,2025-10-24
Calvin Klein,Sweater,Cotton,Reliance Trends,Spring,4.3,25,5376.08,4032.06,2025-10-24
Roadster,Jacket,Blend,Amazon India,Monsoon,4.1,0,1113.45,1113.45,2025-10-24
Roadster,Dress,Silk,Reliance Trends,Spring,3.9,30,2209.54,1546.68,2025-10-24
Marks & Spencer,Jacket,Silk,Amazon India,Winter,4.5,15,7069.07,6008.71,2025-10-24
Raymond,Jeans,Denim,Westside,Summer,4.8,30,3983.51,2788.46,2025-10-24
Allen Solly,Skirt,Linen,Shoppers Stop,Winter,4.3,25,1857.08,1392.81,2025-10-24
Allen Solly,Skirt,Denim,Shoppers Stop,Monsoon,4.7,10,1731.15,1558.03,2025-10-24
Adidas,Sweater,Blend,Flipkart,Winter,3.8,25,1001.77,751.33,2025-10-24
Nike,Jeans,Viscose,Lifestyle,Monsoon,3.5,40,5730.52,3438.31,2025-10-24
Levi's,Blazer,Blend,Reliance Trends,All-Season,4.1,15,4664.41,3964.75,2025-10-24
Mast & Harbour,Sweater,Wool,Myntra,Summer,4.0,25,1310.85,983.14,2025-10-24
Adidas,Jacket,Silk,Myntra,Monsoon,4.2,60,11551.26,4620.5,2025-10-24
Puma,Polo,Cotton,Lifestyle,All-Season,3.7,15,1418.55,1205.77,2025-10-24
Roadster,Sweater,Synthetic,Shoppers Stop,Summer,4.0,15,725.43,616.62,2025-10-24
W for Woman,Jacket,Blend,Reliance Trends,Spring,3.7,70,8383.59,2515.08,2025-10-24
US Polo Assn,Blazer,Leather,Shoppers Stop,Monsoon,4.0,30,10067.43,7047.2,2025-10-24
Only,Coat,Polyester,Myntra,Summer,3.5,30,6488.01,4541.61,2025-10-24
Levi's,T-Shirt,Polyester,Amazon India,All-Season,3.9,40,784.67,470.8,2025-10-24
Calvin Klein,Hoodie,Cotton,Flipkart,Spring,4.7,20,5605.14,4484.11,2025-10-24
Being Human,Jeans,Silk,Max Fashion,Monsoon,3.5,30,2871.54,2010.08,2025-10-24
Marks & Spencer,Coat,Synthetic,Westside,Monsoon,4.5,30,8025.24,5617.67,2025-10-24
Roadster,Pants,Blend,Max Fashion,Summer,3.8,25,628.93,471.7,2025-10-24
Levi's,Coat,Denim,Westside,Spring,4.2,40,13095.88,7857.53,2025-10-24
Allen Solly,Coat,Blend,Amazon India,Monsoon,4.4,20,5533.7,4426.96,2025-10-24
Forever New,Shirt,Leather,Reliance Trends,Monsoon,3.4,0,1457.61,1457.61,2025-10-24
Athena,Coat,Viscose,Flipkart,Spring,4.1,40,3414.02,2048.41,2025-10-24
Nike,Blazer,Linen,Myntra,Winter,4.1,15,8988.69,7640.38,2025-10-24
Peter England,Skirt,Leather,Shoppers Stop,Summer,3.7,10,1868.02,1681.21,2025-10-24
Vero Moda,T-Shirt,Silk,Shoppers Stop,Spring,4.0,30,2280.56,1596.4,2025-10-24
Forever New,Polo,Leather,Max Fashion,Spring,3.7,30,1703.58,1192.51,2025-10-24
US Polo Assn,Skirt,Linen,Flipkart,Winter,4.2,20,1090.7,872.56,2025-10-24
Marks & Spencer,Polo,Synthetic,Reliance Trends,Monsoon,4.7,70,3916.99,1175.1,2025-10-24
Mast & Harbour,Shirt,Viscose,Max Fashion,Spring,4.0,70,2122.53,636.76,2025-10-24
Forever New,Dress,Wool,Westside,Summer,3.7,0,5837.11,5837.11,2025-10-24
Roadster,Shirt,Viscose,Westside,Summer,4.1,15,556.81,473.29,2025-10-24
AND,Shirt,Linen,Ajio,All-Season,3.7,10,942.72,848.45,2025-10-24
W for Woman,Pants,Linen,Reliance Trends,Monsoon,4.2,10,1219.79,1097.81,2025-10-24
Forever New,Skirt,Linen,Shoppers Stop,All-Season,3.8,40,2619.39,1571.64,2025-10-24
Marks & Spencer,Jeans,Polyester,Amazon India,Monsoon,4.4,30,2953.81,2067.67,2025-10-24
W for Woman,Skirt,Viscose,Reliance Trends,Winter,3.8,25,1379.88,1034.91,2025-10-24
Forever New,Polo,Cotton,Ajio,All-Season,4.0,0,1081.96,1081.96,2025-10-24
Marks & Spencer,Hoodie,Cotton,Shoppers Stop,Spring,4.4,20,3989.5,3191.6,2025-10-24
Levi's,Shirt,Linen,Westside,Spring,3.9,15,3014.15,2562.03,2025-10-24
Louis Philippe,Dress,Viscose,Flipkart,Spring,4.3,60,2639.57,1055.83,2025-10-24
Calvin Klein,T-Shirt,Cotton,Amazon India,Winter,4.5,20,2085.9,1668.72,2025-10-24
Mast & Harbour,Blazer,Linen,Westside,Spring,3.7,20,2680.47,2144.38,2025-10-24
Being Human,Blazer,Polyester,Westside,Monsoon,3.9,30,2132.81,1492.97,2025-10-24
HRX,Shirt,Synthetic,Shoppers Stop,Summer,3.8,30,1882.58,1317.81,2025-10-24
Calvin Klein,Shirt,Linen,Westside,Monsoon,4.2,25,6600.94,4950.7,2025-10-24
Levi's,Coat,Silk,Ajio,Summer,4.4,0,8908.89,8908.89,2025-10-24
Zara,Blazer,Denim,Max Fashion,Summer,4.9,15,7113.64,6046.59,2025-10-24
Calvin Klein,Blazer,Viscose,Flipkart,Summer,4.4,30,9040.3,6328.21,2025-10-24
W for Woman,Sweater,Leather,Shoppers Stop,Monsoon,3.7,15,1413.04,1201.09,2025-10-24
W for Woman,Sweater,Denim,Max Fashion,Spring,4.2,10,1177.81,1060.03,2025-10-24
HRX,Pants,Linen,Shoppers Stop,Spring,4.2,20,2239.06,1791.25,2025-10-24
Mast & Harbour,Chinos,Synthetic,Amazon India,Summer,3.9,15,855.89,727.51,2025-10-24
W for Woman,T-Shirt,Viscose,Westside,All-Season,4.2,30,1192.61,834.83,2025-10-24
Vero Moda,Chinos,Leather,Shoppers Stop,Summer,3.6,20,7085.03,5668.03,2025-10-24
Puma,Blazer,Wool,Shoppers Stop,Spring,4.1,30,10882.71,7617.9,2025-10-24
Levi's,Skirt,Silk,Max Fashion,Monsoon,4.3,10,2800.61,2520.55,2025-10-24
Tommy Hilfiger,Skirt,Synthetic,Flipkart,Winter,4.7,40,6363.45,3818.07,2025-10-24
Nike,T-Shirt,Leather,Max Fashion,Spring,3.5,15,982.62,835.23,2025-10-24
Vero Moda,Polo,Blend,Lifestyle,Spring,3.6,10,1551.45,1396.3,2025-10-24
W for Woman,Coat,Silk,Ajio,All-Season,4.1,20,7422.88,5938.3,2025-10-24
Wrogn,Shirt,Synthetic,Ajio,Summer,3.4,40,1399.19,839.52,2025-10-24
Only,Pants,Polyester,Max Fashion,All-Season,4.2,15,1669.42,1419.01,2025-10-24
Zara,Hoodie,Linen,Westside,Summer,4.6,25,4026.44,3019.83,2025-10-24
Puma,Coat,Blend,Flipkart,Monsoon,4.0,40,6018.16,3610.89,2025-10-24
Mast & Harbour,Jeans,Cotton,Shoppers Stop,Monsoon,3.5,20,1950.0,1560.0,2025-10-24
Louis Philippe,T-Shirt,Denim,Myntra,All-Season,4.6,50,2213.82,1106.91,2025-10-24
Being Human,Jeans,Viscose,Max Fashion,Summer,4.0,40,2100.16,1260.1,2025-10-24
Only,Jacket,Leather,Lifestyle,Winter,3.5,25,8545.83,6409.37,2025-10-24
Vero Moda,Blazer,Polyester,Reliance Trends,Summer,3.5,30,2918.56,2042.99,2025-10-24
Breakbounce,Skirt,Blend,Reliance Trends,Spring,3.4,60,3144.39,1257.76,2025-10-24
Flying Machine,Dress,Leather,Ajio,Monsoon,3.7,10,1901.5,1711.35,2025-10-24
US Polo Assn,Polo,Leather,Westside,All-Season,3.5,20,1390.69,1112.55,2025-10-24
Wrogn,Polo,Cotton,Myntra,Spring,3.5,50,886.91,443.45,2025-10-24
Levi's,Coat,Silk,Flipkart,Monsoon,4.1,20,7403.91,5923.13,2025-10-24
Puma,Pants,Wool,Shoppers Stop,Spring,3.7,40,7828.61,4697.17,2025-10-24
H&M,Dress,Wool,Reliance Trends,Winter,3.6,30,2424.47,1697.13,2025-10-24
W for Woman,Pants,Silk,Ajio,Spring,3.6,15,2390.0,2031.5,2025-10-24
Athena,Chinos,Viscose,Westside,All-Season,3.4,0,1058.82,1058.82,2025-10-24
Levi's,Shirt,Linen,Ajio,Monsoon,4.7,0,2638.86,2638.86,2025-10-24
Flying Machine,T-Shirt,Silk,Amazon India,Summer,4.1,20,313.23,250.58,2025-10-24
Peter England,Coat,Viscose,Lifestyle,Winter,4.0,15,3081.85,2619.58,2025-10-24
Nike,Dress,Synthetic,Shoppers Stop,Winter,3.6,40,7737.95,4642.77,2025-10-24
HRX,Hoodie,Synthetic,Reliance Trends,Monsoon,3.7,0,823.46,823.46,2025-10-24
Raymond,Jeans,Cotton,Shoppers Stop,All-Season,4.2,30,6895.14,4826.6,2025-10-24
Wrogn,Blazer,Cotton,Amazon India,Spring,3.6,0,1830.68,1830.68,2025-10-24
Van Heusen,Pants,Leather,Myntra,Spring,4.3,10,2511.45,2260.31,2025-10-24
Allen Solly,Blazer,Leather,Westside,Summer,4.0,0,5789.67,5789.67,2025-10-24
Van Heusen,Chinos,Linen,Flipkart,Summer,4.0,30,1782.67,1247.87,2025-10-24
Marks & Spencer,Shirt,Polyester,Westside,Winter,4.7,30,1788.31,1251.82,2025-10-24
Raymond,Coat,Linen,Lifestyle,Spring,4.8,0,10114.94,10114.94,2025-10-24
Breakbounce,T-Shirt,Polyester,Flipkart,Winter,3.8,20,358.54,286.83,2025-10-24
Wrogn,Hoodie,Linen,Max Fashion,All-Season,3.7,0,447.89,447.89,2025-10-24
Tommy Hilfiger,Blazer,Synthetic,Reliance Trends,Monsoon,4.6,15,9871.12,8390.45,2025-10-24
Vero Moda,T-Shirt,Viscose,Amazon India,Spring,4.0,30,970.89,679.62,2025-10-24
Calvin Klein,Sweater,Polyester,Reliance Trends,Winter,4.1,20,5731.3,4585.04,2025-10-24
Breakbounce,Skirt,Wool,Lifestyle,Winter,3.7,70,7146.01,2143.8,2025-10-24
W for Woman,Jacket,Synthetic,Lifestyle,Winter,4.1,30,4593.74,3215.62,2025-10-24
Mast & Harbour,Pants,Blend,Shoppers Stop,Monsoon,4.2,70,3417.38,1025.21,2025-10-24
Only,Blazer,Blend,Reliance Trends,Summer,3.6,10,2257.99,2032.19,2025-10-24
Being Human,Dress,Blend,Ajio,Summer,3.7,20,2928.43,2342.74,2025-10-24
Allen Solly,Coat,Leather,Myntra,Monsoon,3.9,20,5625.04,4500.03,2025-10-24
Wrogn,Shirt,Silk,Myntra,Monsoon,3.8,20,1109.5,887.6,2025-10-24
US Polo Assn,Polo,Leather,Amazon India,Winter,4.1,0,1752.57,1752.57,2025-10-24
Allen Solly,Skirt,Silk,Shoppers Stop,Summer,4.1,25,2316.92,1737.69,2025-10-24
Being Human,Pants,Denim,Shoppers Stop,All-Season,4.1,40,1463.23,877.94,2025-10-24
HRX,Hoodie,Viscose,Lifestyle,All-Season,4.2,0,880.84,880.84,2025-10-24
Louis Philippe,Skirt,Leather,Reliance Trends,Summer,4.2,15,1400.95,1190.8,2025-10-24
Vero Moda,Hoodie,Polyester,Amazon India,Winter,3.6,20,1778.48,1422.78,2025-10-24
H&M,Hoodie,Viscose,Flipkart,All-Season,4.0,0,1016.48,1016.48,2025-10-24
W for Woman,Dress,Denim,Westside,Spring,3.7,20,3252.87,2602.3,2025-10-24
Van Heusen,Polo,Viscose,Reliance Trends,All-Season,4.5,10,1215.58,1094.02,2025-10-24
Louis Philippe,Jacket,Silk,Lifestyle,All-Season,4.7,15,6061.66,5152.41,2025-10-24
W for Woman,Dress,Wool,Lifestyle,All-Season,3.9,0,2690.54,2690.54,2025-10-24
Being Human,Hoodie,Cotton,Flipkart,Monsoon,4.1,25,1257.09,942.81,2025-10-24
Tommy Hilfiger,Blazer,Denim,Myntra,All-Season,4.2,10,10412.6,9371.34,2025-10-24
Breakbounce,Polo,Linen,Flipkart,Spring,3.7,40,2270.95,1362.57,2025-10-24
Nike,Shirt,Wool,Westside,All-Season,3.6,30,4079.61,2855.73,2025-10-24
Peter England,Pants,Synthetic,Amazon India,All-Season,3.5,40,1626.0,975.6,2025-10-24
Adidas,Polo,Silk,Flipkart,Monsoon,3.5,40,1577.45,946.47,2025-10-24
Flying Machine,Jacket,Leather,Westside,Monsoon,4.1,25,4725.0,3543.75,2025-10-24
Being Human,Jeans,Synthetic,Myntra,Monsoon,3.7,20,754.66,603.73,2025-10-24
Adidas,Polo,Blend,Flipkart,Summer,3.7,20,1729.28,1383.43,2025-10-24
Louis Philippe,Dress,Leather,Amazon India,Winter,4.1,40,5729.04,3437.43,2025-10-24
Calvin Klein,Jeans,Polyester,Ajio,Monsoon,4.4,15,2636.99,2241.44,2025-10-24
Forever New,Coat,Silk,Amazon India,Summer,3.5,0,5137.33,5137.33,2025-10-24
Calvin Klein,T-Shirt,Polyester,Max Fashion,Monsoon,4.6,40,839.41,503.64,2025-10-24
Only,Jeans,Cotton,Max Fashion,Spring,3.6,40,1540.28,924.17,2025-10-24
Louis Philippe,Skirt,Polyester,Lifestyle,Winter,4.1,10,2990.55,2691.5,2025-10-24
